Rank,teamId,teamImageId,teamFullName,team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,MinIncET,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount,optaTeamId,week,game,home,away,win,draw,loss,date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,result,scatterId,scatterExtra
141,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1033,"112,735","32,823","55,272","16,858",6426.7,2096.5,3385,4782,1234,419,106,5427,10,FLE vs VRS,false,true,false,true,false,2025-10-17,aeaxns9o12gxw21lm2ozg4mc4,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Versailles,Fleury,FLE,0,0,Played,T 0-0,2585336,FLE vs VRS (2025-10-17)
157,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1043,"113,405","33,222","57,341","15,412",5575.7,1678.0,3551,4855,1114,348,80,921,11,CON vs CHA,false,true,false,true,false,2025-10-21,ah3hdy25l32p9m5zjfhctuyac,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Châteauroux,Concarneau,CON,0,0,Played,T 0-0,2585344,CON vs CHA (2025-10-21)
157,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1030,"114,459","33,383","57,178","15,783",6642.8,2589.0,3564,5032,1148,422,134,21581,11,P13 vs SBR,true,false,true,false,false,2025-10-21,ahsc0sfdsmh2krmfcve1wk7bo,rv0okxl2zv1ow3me605xl8b5,3271,3271,Paris 13 Atletico,Stade Briochin,SBR,3,0,Played,W 3-0,2585346,P13 vs SBR (2025-10-21)
157,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"94,652","26,001","41,136","11,518",5415.2,1943.3,3387,4152,833,313,82,9600,11,AUB vs VFC,true,false,false,true,false,2025-10-21,agemx41rg752lcis2tiiyhjbo,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Aubagne,Valenciennes,VFC,1,1,Played,T 1-1,2585342,AUB vs VFC (2025-10-21)
157,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"113,526","33,961","55,592","16,624",6556.4,2057.6,3741,4988,1186,398,103,2130,11,VRS vs DIJ,false,true,true,false,false,2025-10-21,aiuayylgsjm7i6mrcq17mdw5w,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Dijon,Versailles,VRS,2,0,Played,W 2-0,2585349,VRS vs DIJ (2025-10-21)
157,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1084,"113,690","33,818","55,851","15,763",5713.5,1711.5,3577,4874,1186,370,86,6785,11,VIL vs ORL,false,true,true,false,false,2025-10-21,aj89fl3p68nhcspnt2nyj1jx0,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Orléans,Villefranche,VIL,2,1,Played,W 2-1,2585350,VIL vs ORL (2025-10-21)
157,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1066,"113,310","34,452","58,633","14,916",5462.0,1608.7,3720,5023,1104,343,84,693,11,QRM vs SOC,false,true,false,true,false,2025-10-21,aihvg2gks6t26dx54t3x1982c,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Sochaux,Quevilly-Rouen Métropole,QRM,1,1,Played,T 1-1,2585348,QRM vs SOC (2025-10-21)
157,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"113,290","32,699","56,123","15,971",6402.6,1798.2,3554,4969,1196,399,97,3315,11,VIL vs ORL,true,false,false,false,true,2025-10-21,aj89fl3p68nhcspnt2nyj1jx0,d79cmam5svw9j2mplbu9kut7p,6785,6785,Villefranche,Orléans,ORL,1,2,Played,L 1-2,2585350,VIL vs ORL (2025-10-21)
157,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1030,"114,807","32,985","57,370","15,730",6408.8,2863.1,3629,4937,1142,396,141,3271,11,P13 vs SBR,false,true,false,false,true,2025-10-21,ahsc0sfdsmh2krmfcve1wk7bo,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Stade Briochin,Paris 13 Atletico,P13,0,3,Played,L 0-3,2585346,P13 vs SBR (2025-10-21)
157,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"90,850","26,938","36,010","11,726",4971.9,2311.8,3325,4308,778,297,104,1996,11,AUB vs VFC,false,true,false,true,false,2025-10-21,agemx41rg752lcis2tiiyhjbo,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Valenciennes,Aubagne,AUB,1,1,Played,T 1-1,2585342,AUB vs VFC (2025-10-21)
157,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1039,"109,286","32,543","54,369","15,235",5308.7,1471.0,3458,4800,1096,339,71,2340,11,CAE vs ROU,false,true,false,true,false,2025-10-21,ai55czj730i67mfdo0qyw0c9g,ab80vest6tgco121qtfyphq7c,1028,1028,Rouen,Caen,CAE,1,1,Played,T 1-1,2585347,CAE vs ROU (2025-10-21)
157,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1043,"109,219","33,920","55,655","13,592",5068.3,1652.0,3602,4749,1016,311,82,3272,11,CON vs CHA,true,false,false,true,false,2025-10-21,ah3hdy25l32p9m5zjfhctuyac,67igj3fctu1kt6ntkrwpdt72i,921,921,Concarneau,Châteauroux,CHA,0,0,Played,T 0-0,2585344,CON vs CHA (2025-10-21)
157,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1073,"112,367","34,032","55,118","15,667",6142.7,1518.0,3502,4796,1146,377,77,1028,11,CAE vs ROU,true,false,false,true,false,2025-10-21,ai55czj730i67mfdo0qyw0c9g,b97a5km6rb42fv858volubsi6,2340,2340,Caen,Rouen,ROU,1,1,Played,T 1-1,2585347,CAE vs ROU (2025-10-21)
157,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1066,"112,701","34,572","58,931","13,895",4674.6,1379.6,3753,5033,1051,309,67,2541,11,QRM vs SOC,true,false,false,true,false,2025-10-21,aihvg2gks6t26dx54t3x1982c,d9kwaceoj54pfprd6oc2hwae6,693,693,Quevilly-Rouen Métropole,Sochaux,SOC,1,1,Played,T 1-1,2585348,QRM vs SOC (2025-10-21)
157,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1106,"111,492","35,515","52,599","14,336",5752.3,2043.9,3444,4424,1053,364,104,12199,11,BBP vs FLE,false,true,false,true,false,2025-10-21,ahft4hf4c6qtgxx4s4bhzo4yc,bizl0ptma24fjoafuqclu8k5b,3312,3312,Fleury,Bourg-Péronnas,BBP,2,2,Played,T 2-2,2585345,BBP vs FLE (2025-10-21)
157,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1106,"112,120","34,013","54,274","14,732",6042.3,2542.4,3391,4549,1062,379,125,3312,11,BBP vs FLE,true,false,false,true,false,2025-10-21,ahft4hf4c6qtgxx4s4bhzo4yc,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Bourg-Péronnas,Fleury,FLE,2,2,Played,T 2-2,2585345,BBP vs FLE (2025-10-21)
157,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"114,603","32,852","57,996","15,861",6022.4,2011.3,3726,5138,1152,379,105,5427,11,VRS vs DIJ,true,false,false,false,true,2025-10-21,aiuayylgsjm7i6mrcq17mdw5w,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Versailles,Dijon,DIJ,0,2,Played,L 0-2,2585349,VRS vs DIJ (2025-10-21)
173,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"113,233","32,635","56,499","16,516",6246.7,1782.5,3450,4828,1178,389,93,921,12,CHA vs AUB,true,false,false,false,true,2025-10-31,ajwt7hu8sba0ztx0ij8lop91w,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Châteauroux,Aubagne,AUB,0,3,Played,L 0-3,2585352,CHA vs AUB (2025-10-31)
173,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1066,"115,516","33,276","56,243","16,411",6553.1,2097.2,3667,5017,1188,416,116,21581,12,P13 vs BBP,true,false,true,false,false,2025-10-31,alagfg9d24h3984zsa2tfbfh0,bizl0ptma24fjoafuqclu8k5b,3312,3312,Paris 13 Atletico,Bourg-Péronnas,BBP,2,1,Played,W 2-1,2585356,P13 vs BBP (2025-10-31)
173,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"110,724","33,278","54,353","15,504",5496.7,2086.6,3456,4703,1119,348,104,9600,12,CHA vs AUB,false,true,true,false,false,2025-10-31,ajwt7hu8sba0ztx0ij8lop91w,67igj3fctu1kt6ntkrwpdt72i,921,921,Aubagne,Châteauroux,CHA,3,0,Played,W 3-0,2585352,CHA vs AUB (2025-10-31)
173,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1045,"108,880","34,164","54,472","14,898",5350.9,1305.7,3547,4715,1055,349,64,2130,12,DIJ vs FLE,true,false,false,false,true,2025-10-31,ajkggklsmfnhirks7x6hxx0k4,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Dijon,Fleury,FLE,0,1,Played,L 0-1,2585351,DIJ vs FLE (2025-10-31)
173,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"113,730","34,217","56,001","15,272",6068.6,2102.7,3539,4792,1119,364,99,693,12,SOC vs VRS,true,false,true,false,false,2025-10-31,almtuux90p6r2s8tnuryxibys,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Sochaux,Versailles,VRS,2,0,Played,W 2-0,2585357,SOC vs VRS (2025-10-31)
173,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1066,"108,467","34,094","53,377","13,620",5252.1,1550.0,3531,4648,1029,323,75,14035,12,PUY vs CON,true,false,false,true,false,2025-10-31,aklnc4iug3l7cx6u8lb4hq3o4,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Le Puy Foot,Concarneau,CON,1,1,Played,T 1-1,2585354,PUY vs CON (2025-10-31)
173,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1065,"107,403","34,226","54,550","12,668",4186.1,1466.7,3624,4654,950,268,81,3271,12,SBR vs CAE,true,false,false,true,false,2025-10-31,alznegj05me5xntif3cwr3x90,ab80vest6tgco121qtfyphq7c,1028,1028,Stade Briochin,Caen,CAE,1,1,Played,T 1-1,2585358,SBR vs CAE (2025-10-31)
173,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1049,"119,314","32,384","59,263","18,802",7321.0,1759.3,3746,5433,1380,456,96,1996,12,VFC vs QRM,true,false,true,false,false,2025-10-31,amc2njr105sxhuykjoq1dzl04,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Valenciennes,Quevilly-Rouen Métropole,QRM,2,0,Played,W 2-0,2585359,VFC vs QRM (2025-10-31)
173,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1101,"111,883","35,299","55,287","13,555",4891.8,1390.6,3691,4925,1010,305,76,3272,12,PUY vs CON,false,true,false,true,false,2025-10-31,aklnc4iug3l7cx6u8lb4hq3o4,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Concarneau,Le Puy Foot,PUY,1,1,Played,T 1-1,2585354,PUY vs CON (2025-10-31)
173,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1075,"106,923","35,289","52,501","12,575",4954.9,1767.9,3512,4550,917,306,83,1028,12,SBR vs CAE,false,true,false,true,false,2025-10-31,alznegj05me5xntif3cwr3x90,rv0okxl2zv1ow3me605xl8b5,3271,3271,Caen,Stade Briochin,SBR,1,1,Played,T 1-1,2585358,SBR vs CAE (2025-10-31)
173,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),982,"114,462","29,815","59,729","17,782",6605.0,1742.6,3603,5239,1305,418,87,2541,12,VFC vs QRM,false,true,false,false,true,2025-10-31,amc2njr105sxhuykjoq1dzl04,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Quevilly-Rouen Métropole,Valenciennes,VFC,0,2,Played,L 0-2,2585359,VFC vs QRM (2025-10-31)
173,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1009,"105,820","31,256","55,254","13,479",4642.8,1374.3,3522,4657,1002,288,71,12199,12,DIJ vs FLE,false,true,true,false,false,2025-10-31,ajkggklsmfnhirks7x6hxx0k4,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Fleury,Dijon,DIJ,1,0,Played,W 1-0,2585351,DIJ vs FLE (2025-10-31)
173,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1066,"116,246","32,869","57,032","17,278",6820.9,2334.4,3591,4983,1238,445,122,3312,12,P13 vs BBP,false,true,false,false,true,2025-10-31,alagfg9d24h3984zsa2tfbfh0,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Bourg-Péronnas,Paris 13 Atletico,P13,1,2,Played,L 1-2,2585356,P13 vs BBP (2025-10-31)
173,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"118,516","33,237","59,298","16,827",6546.0,2612.2,3437,4903,1237,411,121,5427,12,SOC vs VRS,false,true,false,false,true,2025-10-31,almtuux90p6r2s8tnuryxibys,d9kwaceoj54pfprd6oc2hwae6,693,693,Versailles,Sochaux,SOC,0,2,Played,L 0-2,2585357,SOC vs VRS (2025-10-31)
187,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,"109,084","34,236","52,695","14,798",5501.8,1858.0,3260,4548,1069,346,87,3315,12,ROU vs VIL,false,true,false,false,true,2025-11-01,ak96r947celykykdd3o46xz4k,b97a5km6rb42fv858volubsi6,2340,2340,Villefranche,Rouen,ROU,1,2,Played,L 1-2,2585353,ROU vs VIL (2025-11-01)
187,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,"108,418","34,547","51,133","14,870",5346.6,1845.1,3257,4419,1057,327,88,2340,12,ROU vs VIL,true,false,true,false,false,2025-11-01,ak96r947celykykdd3o46xz4k,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Rouen,Villefranche,VIL,2,1,Played,W 2-1,2585353,ROU vs VIL (2025-11-01)
189,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"104,100","34,754","51,104","12,854",4476.0,1359.6,3364,4386,947,291,74,921,13,QRM vs CHA,false,true,true,false,false,2025-11-07,aot4dhwyyeslyv6s2qaydm1hw,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Châteauroux,Quevilly-Rouen Métropole,QRM,3,0,Played,W 3-0,2585366,QRM vs CHA (2025-11-07)
189,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1092,"114,796","33,602","58,292","15,864",5113.5,1412.1,3577,4862,1164,329,77,21581,13,CAE vs P13,false,true,false,true,false,2025-11-07,aogv305obv0ymitqn1hq4d1qs,ab80vest6tgco121qtfyphq7c,1028,1028,Paris 13 Atletico,Caen,CAE,0,0,Played,T 0-0,2585365,CAE vs P13 (2025-11-07)
189,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9600,13,AUB vs PUY,true,false,false,false,true,2025-11-07,amoij00l3af26egi89g3sqoes,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Aubagne,Le Puy Foot,PUY,1,4,Played,L 1-4,2585360,AUB vs PUY (2025-11-07)
189,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1063,"111,830","33,841","54,949","15,427",6150.8,1753.5,3493,4855,1109,380,90,2130,13,BBP vs DIJ,false,true,true,false,false,2025-11-07,anrggql88jj17wx8co2nugx78,bizl0ptma24fjoafuqclu8k5b,3312,3312,Dijon,Bourg-Péronnas,BBP,2,1,Played,W 2-1,2585363,BBP vs DIJ (2025-11-07)
189,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"110,024","35,065","55,158","14,632",5523.6,1528.0,3479,4677,1080,350,81,6785,13,CON vs ORL,false,true,false,false,true,2025-11-07,andcuz9zuyh63vn0xw5kxfaxg,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Orléans,Concarneau,CON,0,3,Played,L 0-3,2585362,CON vs ORL (2025-11-07)
189,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"111,149","33,752","54,136","15,525",5961.4,2062.6,3365,4663,1132,362,95,693,13,FLE vs SOC,false,true,false,true,false,2025-11-07,ao44ry8y7vnprmp55zo0bq4us,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Sochaux,Fleury,FLE,0,0,Played,T 0-0,2585364,FLE vs SOC (2025-11-07)
189,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14035,13,AUB vs PUY,false,true,true,false,false,2025-11-07,amoij00l3af26egi89g3sqoes,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Le Puy Foot,Aubagne,AUB,4,1,Played,W 4-1,2585360,AUB vs PUY (2025-11-07)
189,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"112,507","32,594","52,798","16,794",6892.3,2278.3,3271,4666,1207,438,112,3315,13,VIL vs SBR,true,false,true,false,false,2025-11-07,api08a7c4905821plwci4uvbo,rv0okxl2zv1ow3me605xl8b5,3271,3271,Villefranche,Stade Briochin,SBR,3,1,Played,W 3-1,2585368,VIL vs SBR (2025-11-07)
189,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"112,954","31,864","53,561","17,083",6841.5,2122.8,3292,4692,1226,415,109,3271,13,VIL vs SBR,false,true,false,false,true,2025-11-07,api08a7c4905821plwci4uvbo,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Stade Briochin,Villefranche,VIL,1,3,Played,L 1-3,2585368,VIL vs SBR (2025-11-07)
189,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1055,"108,104","34,687","50,874","14,304",5859.8,2063.4,3705,4912,1059,356,109,1996,13,VRS vs VFC,false,true,false,true,false,2025-11-07,ap5mkzjn4bo1r4vbzr3cw1fro,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Valenciennes,Versailles,VRS,1,1,Played,T 1-1,2585367,VRS vs VFC (2025-11-07)
189,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"112,059","33,988","55,140","14,534",5418.6,1532.2,3570,4825,1090,336,76,3272,13,CON vs ORL,true,false,true,false,false,2025-11-07,andcuz9zuyh63vn0xw5kxfaxg,d79cmam5svw9j2mplbu9kut7p,6785,6785,Concarneau,Orléans,ORL,3,0,Played,W 3-0,2585362,CON vs ORL (2025-11-07)
189,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1092,"115,149","33,541","58,547","14,923",5781.3,1866.3,3598,4882,1094,361,93,1028,13,CAE vs P13,true,false,false,true,false,2025-11-07,aogv305obv0ymitqn1hq4d1qs,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Caen,Paris 13 Atletico,P13,0,0,Played,T 0-0,2585365,CAE vs P13 (2025-11-07)
189,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"105,216","34,583","50,404","13,270",5144.1,1505.7,3360,4443,974,325,79,2541,13,QRM vs CHA,true,false,false,false,true,2025-11-07,aot4dhwyyeslyv6s2qaydm1hw,67igj3fctu1kt6ntkrwpdt72i,921,921,Quevilly-Rouen Métropole,Châteauroux,CHA,0,3,Played,L 0-3,2585366,QRM vs CHA (2025-11-07)
189,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1053,"111,154","34,005","54,269","14,951",6042.3,1933.6,3322,4547,1108,378,99,12199,13,FLE vs SOC,true,false,false,true,false,2025-11-07,ao44ry8y7vnprmp55zo0bq4us,d9kwaceoj54pfprd6oc2hwae6,693,693,Fleury,Sochaux,SOC,0,0,Played,T 0-0,2585364,FLE vs SOC (2025-11-07)
189,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1071,"114,657","33,646","57,844","15,238",5837.1,2051.8,3561,4942,1120,363,99,3312,13,BBP vs DIJ,true,false,false,false,true,2025-11-07,anrggql88jj17wx8co2nugx78,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Bourg-Péronnas,Dijon,DIJ,1,2,Played,L 1-2,2585363,BBP vs DIJ (2025-11-07)
189,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1055,"110,419","33,266","54,969","14,801",5932.6,2287.8,3696,4905,1083,361,111,5427,13,VRS vs VFC,true,false,false,true,false,2025-11-07,ap5mkzjn4bo1r4vbzr3cw1fro,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Versailles,Valenciennes,VFC,1,1,Played,T 1-1,2585367,VRS vs VFC (2025-11-07)
205,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1063,"113,826","31,867","55,236","17,595",6473.1,1956.6,3269,4732,1236,407,99,921,14,CHA vs VRS,true,false,false,false,true,2025-11-21,apu9ka5oixxtzfms7podbysyc,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Châteauroux,Versailles,VRS,1,3,Played,L 1-3,2585369,CHA vs VRS (2025-11-21)
205,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1052,"116,468","32,988","56,470","17,130",7394.9,2863.6,3417,4895,1237,454,136,21581,14,P13 vs VIL,true,false,true,false,false,2025-11-21,ar85e6ik1hlqr1lzo97mfzwgk,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Paris 13 Atletico,Villefranche,VIL,1,0,Played,W 1-0,2585373,P13 vs VIL (2025-11-21)
205,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1086,"118,091","34,108","59,762","15,971",5788.2,1648.5,3746,5084,1174,367,89,9600,14,ORL vs AUB,false,true,true,false,false,2025-11-21,aqvngmpf5hzzmrxbkrh8b2p04,d79cmam5svw9j2mplbu9kut7p,6785,6785,Aubagne,Orléans,ORL,4,2,Played,W 4-2,2585372,ORL vs AUB (2025-11-21)
205,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1046,"114,235","33,288","55,473","16,703",6483.8,2040.0,3369,4787,1197,391,101,2130,14,SOC vs DIJ,false,true,true,false,false,2025-11-21,arwpg8yuf1t778su758wb6gwk,d9kwaceoj54pfprd6oc2hwae6,693,693,Dijon,Sochaux,SOC,1,0,Played,W 1-0,2585375,SOC vs DIJ (2025-11-21)
