Rank,teamId,teamImageId,teamFullName,team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,MinIncET,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount,optaTeamId,week,game,home,away,win,draw,loss,date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,result,scatterId,scatterExtra
45,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"114,403","33,628","56,003","16,223",6097.0,2412.2,3479,4825,1183,385,117,693,4,SOC vs SBR,true,false,true,false,false,2025-08-29,9w5mlw5h7dber797zw0q8crh0,rv0okxl2zv1ow3me605xl8b5,3271,3271,Sochaux,Stade Briochin,SBR,2,0,Played,W 2-0,2585284,SOC vs SBR (2025-08-29)
45,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1106,"107,479","35,049","51,094","13,151",5265.6,1655.1,3348,4437,971,326,88,14035,4,PUY vs BBP,true,false,false,true,false,2025-08-29,9vtih98atz4tso09aifg25dlg,bizl0ptma24fjoafuqclu8k5b,3312,3312,Le Puy Foot,Bourg-Péronnas,BBP,1,1,Played,T 1-1,2585283,PUY vs BBP (2025-08-29)
45,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"116,054","33,117","57,584","16,603",6499.6,2009.0,3572,4955,1206,407,108,3271,4,SOC vs SBR,false,true,false,false,true,2025-08-29,9w5mlw5h7dber797zw0q8crh0,d9kwaceoj54pfprd6oc2hwae6,693,693,Stade Briochin,Sochaux,SOC,0,2,Played,L 0-2,2585284,SOC vs SBR (2025-08-29)
45,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1007,"115,020","34,863","56,284","16,891",6055.7,1655.9,3501,4814,1206,380,92,1996,4,VFC vs ROU,true,false,false,false,true,2025-08-29,9wvjesd7aoo44jlwtg1cgxno4,b97a5km6rb42fv858volubsi6,2340,2340,Valenciennes,Rouen,ROU,2,3,Played,L 2-3,2585286,VFC vs ROU (2025-08-29)
45,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1007,"114,441","34,391","58,376","16,314",5579.1,1690.2,3684,4970,1180,345,85,2340,4,VFC vs ROU,false,true,true,false,false,2025-08-29,9wvjesd7aoo44jlwtg1cgxno4,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Rouen,Valenciennes,VFC,3,2,Played,W 3-2,2585286,VFC vs ROU (2025-08-29)
45,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1031,"114,725","34,886","54,752","15,244",6273.6,2608.2,3523,4987,1183,383,133,3272,4,AUB vs CON,false,true,false,true,false,2025-08-29,9uhhj2z78idyu3vzbyhhq9ses,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Concarneau,Aubagne,AUB,1,1,Played,T 1-1,2585279,AUB vs CON (2025-08-29)
45,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1094,"113,972","34,373","55,056","15,633",6375.8,2060.1,3391,4591,1145,401,102,1028,4,FLE vs CAE,false,true,true,false,false,2025-08-29,9vhcst0cj0abjz8k7mg3s3uok,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Caen,Fleury,FLE,2,1,Played,W 2-1,2585282,FLE vs CAE (2025-08-29)
45,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1094,"113,140","34,253","57,043","14,956",5791.9,1662.6,3507,4693,1098,366,88,12199,4,FLE vs CAE,true,false,false,false,true,2025-08-29,9vhcst0cj0abjz8k7mg3s3uok,ab80vest6tgco121qtfyphq7c,1028,1028,Fleury,Caen,CAE,1,2,Played,L 1-2,2585282,FLE vs CAE (2025-08-29)
45,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1106,"110,037","34,976","53,141","14,014",5095.0,1641.3,3394,4531,1022,319,88,3312,4,PUY vs BBP,false,true,false,true,false,2025-08-29,9vtih98atz4tso09aifg25dlg,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Bourg-Péronnas,Le Puy Foot,PUY,1,1,Played,T 1-1,2585283,PUY vs BBP (2025-08-29)
59,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1077,"109,954","34,288","54,224","14,147",5243.1,1211.6,3429,4542,1029,341,75,21581,5,P13 vs SOC,true,false,false,false,true,2025-09-05,9z9oe0ihqpfco0n84x76eag44,d9kwaceoj54pfprd6oc2hwae6,693,693,Paris 13 Atletico,Sochaux,SOC,1,3,Played,L 1-3,2585293,P13 vs SOC (2025-09-05)
59,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1132,"109,710","36,420","50,100","13,549",5911.6,2549.2,3422,4377,960,369,132,9600,5,BBP vs AUB,false,true,false,true,false,2025-09-05,9y84nrpakdx63bzom8ewitlw4,bizl0ptma24fjoafuqclu8k5b,3312,3312,Aubagne,Bourg-Péronnas,BBP,0,0,Played,T 0-0,2585290,BBP vs AUB (2025-09-05)
59,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"116,313","33,940","55,992","17,240",6741.5,2521.5,3416,4731,1207,416,114,2130,5,CAE vs DIJ,false,true,false,true,false,2025-09-05,9zlvhi23giwh67hsy75no6uxg,ab80vest6tgco121qtfyphq7c,1028,1028,Dijon,Caen,CAE,0,0,Played,T 0-0,2585294,CAE vs DIJ (2025-09-05)
59,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1047,"119,189","32,639","61,264","17,495",6532.8,1873.5,3677,5122,1272,414,93,6785,5,ORL vs PUY,true,false,false,true,false,2025-09-05,9yxb70704572zo2jxqncnf09g,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Orléans,Le Puy Foot,PUY,1,1,Played,T 1-1,2585292,ORL vs PUY (2025-09-05)
59,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1077,"112,588","34,837","54,468","15,977",6297.7,1630.7,3437,4713,1147,392,90,693,5,P13 vs SOC,false,true,true,false,false,2025-09-05,9z9oe0ihqpfco0n84x76eag44,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Sochaux,Paris 13 Atletico,P13,3,1,Played,W 3-1,2585293,P13 vs SOC (2025-09-05)
59,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1047,"121,733","31,625","63,799","18,073",6731.1,1925.8,3834,5440,1322,425,99,14035,5,ORL vs PUY,false,true,false,true,false,2025-09-05,9yxb70704572zo2jxqncnf09g,d79cmam5svw9j2mplbu9kut7p,6785,6785,Le Puy Foot,Orléans,ORL,1,1,Played,T 1-1,2585292,ORL vs PUY (2025-09-05)
59,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"117,481","33,114","55,640","18,447",7791.7,2580.1,3362,4831,1334,488,128,3315,5,VIL vs FLE,true,false,false,false,true,2025-09-05,a0aumty35861sdv4dzvdkscgk,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Villefranche,Fleury,FLE,0,3,Played,L 0-3,2585296,VIL vs FLE (2025-09-05)
59,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"110,076","35,279","54,188","13,927",5709.4,1936.0,3890,4911,1028,359,100,3271,5,SBR vs VFC,true,false,true,false,false,2025-09-05,9zyjxhoxyl2gqkpken5x9fbpw,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Stade Briochin,Valenciennes,VFC,2,1,Played,W 2-1,2585295,SBR vs VFC (2025-09-05)
59,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"113,546","36,009","53,582","15,169",6310.9,1992.7,3947,5115,1121,402,102,1996,5,SBR vs VFC,false,true,false,false,true,2025-09-05,9zyjxhoxyl2gqkpken5x9fbpw,rv0okxl2zv1ow3me605xl8b5,3271,3271,Valenciennes,Stade Briochin,SBR,1,2,Played,L 1-2,2585295,SBR vs VFC (2025-09-05)
59,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1123,"111,945","36,659","54,468","13,936",4837.7,1508.1,3713,4798,1030,302,75,3272,5,CON vs QRM,true,false,true,false,false,2025-09-05,9xvx30ee1n8jwmuvhcyhdx4ic,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Concarneau,Quevilly-Rouen Métropole,QRM,3,1,Played,W 3-1,2585289,CON vs QRM (2025-09-05)
59,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1060,"115,152","33,524","57,072","16,375",6554.4,2533.1,3415,4712,1174,399,109,1028,5,CAE vs DIJ,true,false,false,true,false,2025-09-05,9zlvhi23giwh67hsy75no6uxg,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Caen,Dijon,DIJ,0,0,Played,T 0-0,2585294,CAE vs DIJ (2025-09-05)
59,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1110,"115,546","34,301","58,603","15,571",5376.1,1580.0,3678,5056,1145,336,81,2541,5,CON vs QRM,false,true,false,false,true,2025-09-05,9xvx30ee1n8jwmuvhcyhdx4ic,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Quevilly-Rouen Métropole,Concarneau,CON,1,3,Played,L 1-3,2585289,CON vs QRM (2025-09-05)
59,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1070,"114,217","33,204","56,220","15,675",6133.9,2185.1,3432,4793,1159,377,113,12199,5,VIL vs FLE,false,true,true,false,false,2025-09-05,a0aumty35861sdv4dzvdkscgk,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Fleury,Villefranche,VIL,3,0,Played,W 3-0,2585296,VIL vs FLE (2025-09-05)
59,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1132,"111,841","35,024","52,341","14,573",6014.1,2057.8,3427,4595,1056,370,114,3312,5,BBP vs AUB,true,false,false,true,false,2025-09-05,9y84nrpakdx63bzom8ewitlw4,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Bourg-Péronnas,Aubagne,AUB,0,0,Played,T 0-0,2585290,BBP vs AUB (2025-09-05)
73,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1099,"108,822","35,137","52,158","13,915",5150.1,1404.1,3532,4754,1042,328,78,921,5,ROU vs CHA,false,true,true,false,false,2025-09-06,9ykpbjw8z80ugvr75byjo3p5g,b97a5km6rb42fv858volubsi6,2340,2340,Châteauroux,Rouen,ROU,2,1,Played,W 2-1,2585291,ROU vs CHA (2025-09-06)
73,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1058,"103,144","34,737","50,156","13,146",4920.6,1605.1,3443,4547,941,310,88,2340,5,ROU vs CHA,true,false,false,false,true,2025-09-06,9ykpbjw8z80ugvr75byjo3p5g,67igj3fctu1kt6ntkrwpdt72i,921,921,Rouen,Châteauroux,CHA,1,2,Played,L 1-2,2585291,ROU vs CHA (2025-09-06)
75,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1067,"116,505","33,048","58,019","16,812",6356.1,1966.9,3274,4679,1222,409,99,921,6,CHA vs SBR,true,false,false,true,false,2025-09-12,a113vgq1q3nvik7lrih2hcz6c,rv0okxl2zv1ow3me605xl8b5,3271,3271,Châteauroux,Stade Briochin,SBR,2,2,Played,T 2-2,2585298,CHA vs SBR (2025-09-12)
75,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1023,"103,282","32,438","50,263","13,299",5340.2,1930.1,3227,4321,972,328,98,21581,6,VFC vs P13,false,true,false,false,true,2025-09-12,a33s212yr7tey73lpa9s9jtp0,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Paris 13 Atletico,Valenciennes,VFC,0,1,Played,L 0-1,2585304,VFC vs P13 (2025-09-12)
75,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1091,"110,644","34,734","53,366","14,030",5618.9,1788.8,3374,4515,1059,348,96,9600,6,QRM vs AUB,false,true,true,false,false,2025-09-12,a2r31e2h8cpwsfnpj7p5m7m6s,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Aubagne,Quevilly-Rouen Métropole,QRM,2,1,Played,W 2-1,2585303,QRM vs AUB (2025-09-12)
75,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1072,"108,265","33,847","52,806","15,195",5460.4,1453.8,3231,4476,1102,336,75,2130,6,DIJ vs VIL,true,false,false,true,false,2025-09-12,a0n68a8hzmg02i32k4wv3s4r8,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Dijon,Villefranche,VIL,0,0,Played,T 0-0,2585297,DIJ vs VIL (2025-09-12)
75,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1063,"114,476","33,956","58,592","14,839",5612.8,1574.7,3641,4895,1094,362,93,6785,6,ORL vs BBP,true,false,true,false,false,2025-09-12,a221czrcsw0dfydbmhskd84k4,bizl0ptma24fjoafuqclu8k5b,3312,3312,Orléans,Bourg-Péronnas,BBP,1,0,Played,W 1-0,2585301,ORL vs BBP (2025-09-12)
75,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1057,"111,499","33,124","52,938","16,418",6272.4,2077.4,3219,4445,1191,385,101,693,6,SOC vs CAE,true,false,false,true,false,2025-09-12,a2en6fq5dyrbkhjhgsfqo1ixg,ab80vest6tgco121qtfyphq7c,1028,1028,Sochaux,Caen,CAE,1,1,Played,T 1-1,2585302,SOC vs CAE (2025-09-12)
75,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),988,"109,254","29,836","54,457","16,660",6008.5,1928.1,3236,4563,1180,373,90,14035,6,PUY vs ROU,true,false,false,false,true,2025-09-12,a1plmdtf122cgy96d87651w5w,b97a5km6rb42fv858volubsi6,2340,2340,Le Puy Foot,Rouen,ROU,0,3,Played,L 0-3,2585300,PUY vs ROU (2025-09-12)
75,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1095,"113,358","33,921","57,136","14,688",5535.9,1664.2,3327,4670,1068,343,87,3315,6,DIJ vs VIL,false,true,false,true,false,2025-09-12,a0n68a8hzmg02i32k4wv3s4r8,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Villefranche,Dijon,DIJ,0,0,Played,T 0-0,2585297,DIJ vs VIL (2025-09-12)
75,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1067,"113,010","33,937","54,402","16,240",6324.6,2046.0,3401,4694,1175,394,107,3271,6,CHA vs SBR,false,true,false,true,false,2025-09-12,a113vgq1q3nvik7lrih2hcz6c,67igj3fctu1kt6ntkrwpdt72i,921,921,Stade Briochin,Châteauroux,CHA,2,2,Played,T 2-2,2585298,CHA vs SBR (2025-09-12)
75,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1001,"103,279","32,085","48,587","14,158",5986.5,2285.0,3113,4237,1011,374,107,1996,6,VFC vs P13,true,false,true,false,false,2025-09-12,a33s212yr7tey73lpa9s9jtp0,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Valenciennes,Paris 13 Atletico,P13,1,0,Played,W 1-0,2585304,VFC vs P13 (2025-09-12)
75,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1075,"113,261","34,212","56,367","15,877",5788.3,1862.9,3540,4769,1113,357,97,2340,6,PUY vs ROU,false,true,true,false,false,2025-09-12,a1plmdtf122cgy96d87651w5w,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Rouen,Le Puy Foot,PUY,3,0,Played,W 3-0,2585300,PUY vs ROU (2025-09-12)
75,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1058,"107,374","35,456","50,411","13,610",5691.4,2097.6,3496,4632,1014,350,111,3272,6,VRS vs CON,false,true,false,false,true,2025-09-12,a3g70l5bnpnm3s7vsu2slgv10,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Concarneau,Versailles,VRS,0,4,Played,L 0-4,2585305,VRS vs CON (2025-09-12)
75,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1057,"109,616","33,769","50,789","15,449",6617.0,2256.9,3222,4380,1113,407,104,1028,6,SOC vs CAE,false,true,false,true,false,2025-09-12,a2en6fq5dyrbkhjhgsfqo1ixg,d9kwaceoj54pfprd6oc2hwae6,693,693,Caen,Sochaux,SOC,1,1,Played,T 1-1,2585302,SOC vs CAE (2025-09-12)
75,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-Rouen Métropole,Quevilly-Rouen Métropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1086,"109,173","35,321","51,836","14,154",5398.8,1993.1,3415,4536,1039,352,101,2541,6,QRM vs AUB,true,false,false,false,true,2025-09-12,a2r31e2h8cpwsfnpj7p5m7m6s,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Quevilly-Rouen Métropole,Aubagne,AUB,1,2,Played,L 1-2,2585303,QRM vs AUB (2025-09-12)
75,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1038,"114,061","31,338","61,430","15,067",4974.5,1244.2,3776,5146,1120,301,69,3312,6,ORL vs BBP,false,true,false,false,true,2025-09-12,a221czrcsw0dfydbmhskd84k4,d79cmam5svw9j2mplbu9kut7p,6785,6785,Bourg-Péronnas,Orléans,ORL,0,1,Played,L 0-1,2585301,ORL vs BBP (2025-09-12)
75,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1058,"106,795","34,555","52,377","13,036",5420.7,1859.7,3522,4666,972,336,99,5427,6,VRS vs CON,true,false,true,false,false,2025-09-12,a3g70l5bnpnm3s7vsu2slgv10,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Versailles,Concarneau,CON,4,0,Played,W 4-0,2585305,VRS vs CON (2025-09-12)
91,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"119,144","33,822","58,021","17,969",7245.2,2582.5,3513,5024,1287,464,128,921,7,P13 vs CHA,false,true,false,true,false,2025-09-19,a5ml44kretnvd2c5sxo08thjo,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Châteauroux,Paris 13 Atletico,P13,1,1,Played,T 1-1,2585311,P13 vs CHA (2025-09-19)
91,f0ticxo5bjjif0gb54ewfdppm,21581,Paris 13 Atletico,Paris 13 Atletico,P13,Paris 13,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1083,"118,079","33,854","57,414","17,941",7164.6,2383.9,3496,5010,1293,450,116,21581,7,P13 vs CHA,true,false,false,true,false,2025-09-19,a5ml44kretnvd2c5sxo08thjo,67igj3fctu1kt6ntkrwpdt72i,921,921,Paris 13 Atletico,Châteauroux,CHA,1,1,Played,T 1-1,2585311,P13 vs CHA (2025-09-19)
91,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1072,"111,954","35,360","54,567","14,620",6235.7,2516.6,3577,4806,1045,374,138,9600,7,AUB vs VRS,true,false,false,true,false,2025-09-19,a3sijrafq1ro6ufzkg2ylgdn8,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Aubagne,Versailles,VRS,1,1,Played,T 1-1,2585306,AUB vs VRS (2025-09-19)
91,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1097,"119,437","35,204","58,588","16,643",6613.1,2345.6,3604,4889,1188,420,113,6785,7,ROU vs ORL,false,true,false,false,true,2025-09-19,a55vfss5kvai3c2jv69oo4jys,b97a5km6rb42fv858volubsi6,2340,2340,Orléans,Rouen,ROU,0,1,Played,L 0-1,2585310,ROU vs ORL (2025-09-19)
91,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1036,"110,453","34,858","52,086","15,818",6012.7,1856.8,3266,4493,1151,378,96,693,7,VIL vs SOC,false,true,false,false,true,2025-09-19,a6nmtexon0em47k5wo35ftfdg,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Sochaux,Villefranche,VIL,0,1,Played,L 0-1,2585314,VIL vs SOC (2025-09-19)
91,9ri5xhi5qaozcqb7svbvcc4eu,14035,Le Puy Foot,Le Puy Foot,PUY,Le Puy,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1080,"118,601","33,113","62,224","17,236",5946.2,1360.8,3852,5440,1247,377,76,14035,7,SBR vs PUY,false,true,true,false,false,2025-09-19,a6b9ees4hsp5h86v1vt6xc3kk,rv0okxl2zv1ow3me605xl8b5,3271,3271,Le Puy Foot,Stade Briochin,SBR,2,1,Played,W 2-1,2585313,SBR vs PUY (2025-09-19)
91,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1045,"111,328","34,162","52,477","16,807",5625.4,1841.9,3330,4630,1215,356,93,3315,7,VIL vs SOC,true,false,true,false,false,2025-09-19,a6nmtexon0em47k5wo35ftfdg,d9kwaceoj54pfprd6oc2hwae6,693,693,Villefranche,Sochaux,SOC,1,0,Played,W 1-0,2585314,VIL vs SOC (2025-09-19)
91,rv0okxl2zv1ow3me605xl8b5,3271,Stade Briochin,Stade Briochin,SBR,Stade Briochin,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1080,"115,502","34,368","59,199","15,613",5469.7,1554.0,3962,5297,1133,344,80,3271,7,SBR vs PUY,true,false,false,false,true,2025-09-19,a6b9ees4hsp5h86v1vt6xc3kk,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Stade Briochin,Le Puy Foot,PUY,1,2,Played,L 1-2,2585313,SBR vs PUY (2025-09-19)
91,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"113,707","33,783","56,404","15,641",5886.6,1929.5,3519,4839,1141,353,87,1996,7,CAE vs VFC,false,true,false,true,false,2025-09-19,a5ytvxslvopbvvu4c9i462wb8,ab80vest6tgco121qtfyphq7c,1028,1028,Valenciennes,Caen,CAE,0,0,Played,T 0-0,2585312,CAE vs VFC (2025-09-19)
91,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1097,"119,079","35,664","58,462","16,324",6172.7,2016.8,3761,5046,1147,390,101,2340,7,ROU vs ORL,true,false,true,false,false,2025-09-19,a55vfss5kvai3c2jv69oo4jys,d79cmam5svw9j2mplbu9kut7p,6785,6785,Rouen,Orléans,ORL,1,0,Played,W 1-0,2585310,ROU vs ORL (2025-09-19)
91,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1015,"112,253","33,157","54,803","15,280",6257.3,2131.1,3500,4753,1122,401,101,3272,7,CON vs FLE,true,false,false,false,true,2025-09-19,a4haimzs4vmleiqj1531mp34k,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Concarneau,Fleury,FLE,0,1,Played,L 0-1,2585308,CON vs FLE (2025-09-19)
91,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National 1 (France),1048,"112,807","34,491","55,195","15,312",6386.5,2080.5,3507,4732,1104,386,100,1028,7,CAE vs VFC,true,false,false,true,false,2025-09-19,a5ytvxslvopbvvu4c9i462wb8,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Caen,Valenciennes,VFC,0,0,Played,T 0-0,2585312,CAE vs VFC (2025-09-19)
