Rank,teamId,teamImageId,teamFullName,team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,MinIncET,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount,optaTeamId,week,game,home,away,win,draw,loss,date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName.1,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,result,scatterId,scatterExtra
91,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1045,111328,34162,52477,16807,5625.4,1841.9,3330,4630,1215,356,93,3315,7,VILvsSOC,true,false,true,false,false,2025-09-19,a6nmtexon0em47k5wo35ftfdg,d9kwaceoj54pfprd6oc2hwae6,693,693,Villefranche,Sochaux,SOC,1,0,Played,W1-0,2585314,VILvsSOC(2025-09-19)
91,rv0okxl2zv1ow3me605xl8b5,3271,StadeBriochin,StadeBriochin,SBR,StadeBriochin,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1080,115502,34368,59199,15613,5469.7,1554.0,3962,5297,1133,344,80,3271,7,SBRvsPUY,true,false,false,false,true,2025-09-19,a6b9ees4hsp5h86v1vt6xc3kk,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,StadeBriochin,LePuyFoot,PUY,1,2,Played,L1-2,2585313,SBRvsPUY(2025-09-19)
91,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National1(France),1048,113707,33783,56404,15641,5886.6,1929.5,3519,4839,1141,353,87,1996,7,CAEvsVFC,false,true,false,true,false,2025-09-19,a5ytvxslvopbvvu4c9i462wb8,ab80vest6tgco121qtfyphq7c,1028,1028,Valenciennes,Caen,CAE,0,0,Played,T0-0,2585312,CAEvsVFC(2025-09-19)
91,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1097,119079,35664,58462,16324,6172.7,2016.8,3761,5046,1147,390,101,2340,7,ROUvsORL,true,false,true,false,false,2025-09-19,a55vfss5kvai3c2jv69oo4jys,d79cmam5svw9j2mplbu9kut7p,6785,6785,Rouen,Orléans,ORL,1,0,Played,W1-0,2585310,ROUvsORL(2025-09-19)
91,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1015,112253,33157,54803,15280,6257.3,2131.1,3500,4753,1122,401,101,3272,7,CONvsFLE,true,false,false,false,true,2025-09-19,a4haimzs4vmleiqj1531mp34k,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Concarneau,Fleury,FLE,0,1,Played,L0-1,2585308,CONvsFLE(2025-09-19)
91,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National1(France),1048,112807,34491,55195,15312,6386.5,2080.5,3507,4732,1104,386,100,1028,7,CAEvsVFC,true,false,false,true,false,2025-09-19,a5ytvxslvopbvvu4c9i462wb8,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Caen,Valenciennes,VFC,0,0,Played,T0-0,2585312,CAEvsVFC(2025-09-19)
91,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-RouenMétropole,Quevilly-RouenMétropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1067,121318,32581,63290,17727,6648.5,1813.3,5313,6205,1250,381,85,2541,7,BBPvsQRM,false,true,true,false,false,2025-09-19,a4tlsj7nwy0crph14rbejaf4k,bizl0ptma24fjoafuqclu8k5b,3312,3312,Quevilly-RouenMétropole,Bourg-Péronnas,BBP,3,0,Played,W3-0,2585309,BBPvsQRM(2025-09-19)
91,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1044,114635,33303,59285,14688,5884.9,1698.6,3605,4810,1076,374,89,12199,7,CONvsFLE,false,true,true,false,false,2025-09-19,a4haimzs4vmleiqj1531mp34k,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Fleury,Concarneau,CON,1,0,Played,W1-0,2585308,CONvsFLE(2025-09-19)
91,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National1(France),1067,121585,33816,61646,18353,6306.6,1455.8,4828,5872,1321,366,78,3312,7,BBPvsQRM,true,false,false,false,true,2025-09-19,a4tlsj7nwy0crph14rbejaf4k,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Bourg-Péronnas,Quevilly-RouenMétropole,QRM,0,3,Played,L0-3,2585309,BBPvsQRM(2025-09-19)
91,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1072,111866,35114,53063,14161,6323.4,2280.4,3467,4716,1040,397,131,5427,7,AUBvsVRS,false,true,false,true,false,2025-09-19,a3sijrafq1ro6ufzkg2ylgdn8,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Versailles,Aubagne,AUB,1,1,Played,T1-1,2585306,AUBvsVRS(2025-09-19)
107,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National1(France),1085,115028,32435,57934,16795,6145.4,1585.6,3329,4714,1227,380,85,921,8,CHAvsCAE,true,false,true,false,false,2025-09-26,a7cewycj1c8o00hkrs7bzy3o4,ab80vest6tgco121qtfyphq7c,1028,1028,Châteauroux,Caen,CAE,2,1,Played,W2-1,2585316,CHAvsCAE(2025-09-26)
107,f0ticxo5bjjif0gb54ewfdppm,21581,Paris13Atletico,Paris13Atletico,P13,Paris13,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),992,102553,30659,51203,14018,5147.0,1471.2,3267,4450,1029,330,77,21581,8,PUYvsP13,false,true,false,true,false,2025-09-26,a8d9bigwpo6zslknvfyko70gk,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Paris13Atletico,LePuyFoot,PUY,1,1,Played,T1-1,2585319,PUYvsP13(2025-09-26)
107,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1046,108733,34488,53275,14148,5561.7,2141.2,3413,4465,1021,344,113,9600,8,FLEvsAUB,false,true,true,false,false,2025-09-26,a80waxnmk08shl63jdytyivis,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Aubagne,Fleury,FLE,2,0,Played,W2-0,2585318,FLEvsAUB(2025-09-26)
107,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National1(France),1059,113213,33573,56699,16562,5756.9,1552.6,3462,4913,1184,359,77,2130,8,DIJvsCON,true,false,true,false,false,2025-09-26,a702zbddaq5dylilclgk8rn6c,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Dijon,Concarneau,CON,3,0,Played,W3-0,2585315,DIJvsCON(2025-09-26)
107,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1049,121468,31958,61981,18430,6826.6,2041.0,3647,5233,1345,432,113,6785,8,ORLvsSBR,true,false,true,false,false,2025-09-26,a8pmnb6vwvnziuo31f2035mvo,rv0okxl2zv1ow3me605xl8b5,3271,3271,Orléans,StadeBriochin,SBR,3,2,Played,W3-2,2585320,ORLvsSBR(2025-09-26)
107,9ri5xhi5qaozcqb7svbvcc4eu,14035,LePuyFoot,LePuyFoot,PUY,LePuy,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1069,110531,33127,54617,14621,5706.4,1778.0,3459,4739,1090,362,93,14035,8,PUYvsP13,true,false,false,true,false,2025-09-26,a8d9bigwpo6zslknvfyko70gk,f0ticxo5bjjif0gb54ewfdppm,21581,21581,LePuyFoot,Paris13Atletico,P13,1,1,Played,T1-1,2585319,PUYvsP13(2025-09-26)
107,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1044,120248,31925,61624,17467,6484.1,1582.8,3717,5156,1300,411,86,3315,8,VFCvsVIL,false,true,false,false,true,2025-09-26,a9ebv3zzhesmhpmkw2y268k5w,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Villefranche,Valenciennes,VFC,0,2,Played,L0-2,2585322,VFCvsVIL(2025-09-26)
107,rv0okxl2zv1ow3me605xl8b5,3271,StadeBriochin,StadeBriochin,SBR,StadeBriochin,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1049,121644,32872,61050,18642,7239.9,1847.8,3661,5185,1347,461,96,3271,8,ORLvsSBR,false,true,false,false,true,2025-09-26,a8pmnb6vwvnziuo31f2035mvo,d79cmam5svw9j2mplbu9kut7p,6785,6785,StadeBriochin,Orléans,ORL,2,3,Played,L2-3,2585320,ORLvsSBR(2025-09-26)
107,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National1(France),1044,120422,32478,61528,17975,5865.7,1805.9,3737,5261,1308,372,90,1996,8,VFCvsVIL,true,false,true,false,false,2025-09-26,a9ebv3zzhesmhpmkw2y268k5w,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Valenciennes,Villefranche,VIL,2,0,Played,W2-0,2585322,VFCvsVIL(2025-09-26)
107,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1038,107966,34660,51876,14003,5604.0,1905.5,3488,4593,1004,351,101,2340,8,ROUvsBBP,true,false,true,false,false,2025-09-26,a7on9t0s4592miee77wizhj4k,bizl0ptma24fjoafuqclu8k5b,3312,3312,Rouen,Bourg-Péronnas,BBP,1,0,Played,W1-0,2585317,ROUvsBBP(2025-09-26)
107,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1059,112779,34105,55724,14866,5594.9,1578.0,3589,4910,1095,350,86,3272,8,DIJvsCON,false,true,false,false,true,2025-09-26,a702zbddaq5dylilclgk8rn6c,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Concarneau,Dijon,DIJ,0,3,Played,L0-3,2585315,DIJvsCON(2025-09-26)
107,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National1(France),1085,115597,33349,56525,16837,6079.9,1899.5,3327,4753,1229,387,91,1028,8,CHAvsCAE,false,true,false,false,true,2025-09-26,a7cewycj1c8o00hkrs7bzy3o4,67igj3fctu1kt6ntkrwpdt72i,921,921,Caen,Châteauroux,CHA,1,2,Played,L1-2,2585316,CHAvsCAE(2025-09-26)
107,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-RouenMétropole,Quevilly-RouenMétropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1037,107480,31959,53094,14432,5213.5,1541.4,3531,4754,1071,318,80,2541,8,VRSvsQRM,false,true,true,false,false,2025-09-26,a9qp5harqyxsj2iszsdaa1s0k,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Quevilly-RouenMétropole,Versailles,VRS,2,1,Played,W2-1,2585323,VRSvsQRM(2025-09-26)
107,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1046,107701,34409,52931,12907,5374.3,1266.3,3416,4455,960,340,76,12199,8,FLEvsAUB,true,false,false,false,true,2025-09-26,a80waxnmk08shl63jdytyivis,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Fleury,Aubagne,AUB,0,2,Played,L0-2,2585318,FLEvsAUB(2025-09-26)
107,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National1(France),1038,108684,33808,54721,13595,4985.2,1740.7,3608,4763,1011,314,93,3312,8,ROUvsBBP,false,true,false,false,true,2025-09-26,a7on9t0s4592miee77wizhj4k,b97a5km6rb42fv858volubsi6,2340,2340,Bourg-Péronnas,Rouen,ROU,0,1,Played,L0-1,2585317,ROUvsBBP(2025-09-26)
107,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1083,112412,33916,54270,15586,5757.4,2060.2,3566,4788,1151,367,99,5427,8,VRSvsQRM,true,false,false,false,true,2025-09-26,a9qp5harqyxsj2iszsdaa1s0k,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Versailles,Quevilly-RouenMétropole,QRM,1,2,Played,L1-2,2585323,VRSvsQRM(2025-09-26)
123,67igj3fctu1kt6ntkrwpdt72i,921,Châteauroux,Châteauroux,CHA,Châteauroux,#0000FF,1qd0wvt30rlswa4g6nu4na660,National1(France),1086,111371,33102,53868,15467,6068.1,1832.3,3341,4570,1135,380,99,921,9,VILvsCHA,false,true,false,false,true,2025-10-03,acxfjv6ibbqc692vb9401szys,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Châteauroux,Villefranche,VIL,1,2,Played,L1-2,2585332,VILvsCHA(2025-10-03)
123,f0ticxo5bjjif0gb54ewfdppm,21581,Paris13Atletico,Paris13Atletico,P13,Paris13,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1049,123539,31729,62757,20034,7488.0,2161.4,3616,5338,1434,479,110,21581,9,P13vsORL,true,false,false,true,false,2025-10-03,abjra1r9hefct7r0mmuw6mnf8,d79cmam5svw9j2mplbu9kut7p,6785,6785,Paris13Atletico,Orléans,ORL,2,2,Played,T2-2,2585328,P13vsORL(2025-10-03)
123,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1074,114425,34318,56348,15142,6127.7,2370.3,3636,4984,1153,369,122,9600,9,AUBvsDIJ,true,false,false,true,false,2025-10-03,aa4tg73y25bhdosiyc4pav7kk,79dc2mv3x269nhix3mkhc5wfu,2130,2130,Aubagne,Dijon,DIJ,1,1,Played,T1-1,2585324,AUBvsDIJ(2025-10-03)
123,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National1(France),1074,114001,34631,54868,16027,6376.9,2393.6,3608,5029,1149,412,118,2130,9,AUBvsDIJ,false,true,false,true,false,2025-10-03,aa4tg73y25bhdosiyc4pav7kk,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Dijon,Aubagne,AUB,1,1,Played,T1-1,2585324,AUBvsDIJ(2025-10-03)
123,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1049,125045,32581,61746,20628,8091.9,2646.7,3676,5242,1462,533,134,6785,9,P13vsORL,false,true,false,true,false,2025-10-03,abjra1r9hefct7r0mmuw6mnf8,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Orléans,Paris13Atletico,P13,2,2,Played,T2-2,2585328,P13vsORL(2025-10-03)
123,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1065,108547,34403,52441,14484,5470.4,1886.6,3368,4519,1066,339,95,693,9,CONvsSOC,false,true,false,false,true,2025-10-03,aatoah1ir0wphzpy11l4lzqj8,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Sochaux,Concarneau,CON,0,1,Played,L0-1,2585326,CONvsSOC(2025-10-03)
123,9ri5xhi5qaozcqb7svbvcc4eu,14035,LePuyFoot,LePuyFoot,PUY,LePuy,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1062,119305,32264,59495,18219,7278.2,1862.3,3556,4965,1316,464,104,14035,9,CAEvsPUY,false,true,false,false,true,2025-10-03,abw7gc28dld7aatmlugh54jro,ab80vest6tgco121qtfyphq7c,1028,1028,LePuyFoot,Caen,CAE,0,2,Played,L0-2,2585329,CAEvsPUY(2025-10-03)
123,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1086,112606,33370,53954,15689,6058.3,2005.5,3404,4660,1143,386,100,3315,9,VILvsCHA,true,false,true,false,false,2025-10-03,acxfjv6ibbqc692vb9401szys,67igj3fctu1kt6ntkrwpdt72i,921,921,Villefranche,Châteauroux,CHA,2,1,Played,W2-1,2585332,VILvsCHA(2025-10-03)
123,rv0okxl2zv1ow3me605xl8b5,3271,StadeBriochin,StadeBriochin,SBR,StadeBriochin,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1051,110039,34356,54770,14300,5588.3,1699.7,3632,4769,1064,359,90,3271,9,SBRvsROU,true,false,false,false,true,2025-10-03,ac8mk6vo5eb2zmx9m0ef5tp90,b97a5km6rb42fv858volubsi6,2340,2340,StadeBriochin,Rouen,ROU,0,1,Played,L0-1,2585330,SBRvsROU(2025-10-03)
123,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1051,106951,35068,53177,13255,4754.6,1475.0,3652,4698,955,295,79,2340,9,SBRvsROU,false,true,true,false,false,2025-10-03,ac8mk6vo5eb2zmx9m0ef5tp90,rv0okxl2zv1ow3me605xl8b5,3271,3271,Rouen,StadeBriochin,SBR,1,0,Played,W1-0,2585330,SBRvsROU(2025-10-03)
123,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1065,108074,34556,52588,14078,5579.8,1737.0,3367,4556,1027,345,91,3272,9,CONvsSOC,true,false,true,false,false,2025-10-03,aatoah1ir0wphzpy11l4lzqj8,d9kwaceoj54pfprd6oc2hwae6,693,693,Concarneau,Sochaux,SOC,1,0,Played,W1-0,2585326,CONvsSOC(2025-10-03)
123,ab80vest6tgco121qtfyphq7c,1028,Caen,Caen,CAE,Caen,#000099,1qd0wvt30rlswa4g6nu4na660,National1(France),1062,114639,32623,58549,16041,5820.5,1845.0,3610,4948,1158,375,90,1028,9,CAEvsPUY,true,false,true,false,false,2025-10-03,abw7gc28dld7aatmlugh54jro,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Caen,LePuyFoot,PUY,2,0,Played,W2-0,2585329,CAEvsPUY(2025-10-03)
123,8ng94h4147jxd5oxgoaa95yl4,2541,Quevilly-RouenMétropole,Quevilly-RouenMétropole,QRM,QRM,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1063,112538,33632,57762,14284,5553.8,1888.6,3683,4941,1060,336,94,2541,9,QRMvsFLE,true,false,false,true,false,2025-10-03,acl24ji5q7gllgjbpdbmgdlhw,1z48unyzdkaoulghr9kkgt1g0,12199,12199,Quevilly-RouenMétropole,Fleury,FLE,1,1,Played,T1-1,2585331,QRMvsFLE(2025-10-03)
123,1z48unyzdkaoulghr9kkgt1g0,12199,Fleury,Fleury,FLE,Fleury,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1063,109302,34932,54404,13780,5099.9,1398.9,3638,4747,1027,320,73,12199,9,QRMvsFLE,false,true,false,true,false,2025-10-03,acl24ji5q7gllgjbpdbmgdlhw,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Fleury,Quevilly-RouenMétropole,QRM,1,1,Played,T1-1,2585331,QRMvsFLE(2025-10-03)
123,bizl0ptma24fjoafuqclu8k5b,3312,Bourg-Péronnas,Bourg-Péronnas,BBP,Bourg-Péronnas,#0000ff,1qd0wvt30rlswa4g6nu4na660,National1(France),1040,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3312,9,BBPvsVRS,true,false,false,false,true,2025-10-03,ab6xgqfv32v6y4pi7lowllij8,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Bourg-Péronnas,Versailles,VRS,0,1,Played,L0-1,2585327,BBPvsVRS(2025-10-03)
123,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1040,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5427,9,BBPvsVRS,false,true,true,false,false,2025-10-03,ab6xgqfv32v6y4pi7lowllij8,bizl0ptma24fjoafuqclu8k5b,3312,3312,Versailles,Bourg-Péronnas,BBP,1,0,Played,W1-0,2585327,BBPvsVRS(2025-10-03)
139,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1090,117061,33929,56983,16576,6833.4,2633.0,3573,5048,1190,408,128,3315,4,VRSvsVIL,false,true,false,false,true,2025-10-07,9x7o2v518srm4qvf62xeq426s,dse1eu8y1o3t00rlbxpgo084c,5427,5427,Villefranche,Versailles,VRS,1,2,Played,L1-2,2585287,VRSvsVIL(2025-10-07)
139,dse1eu8y1o3t00rlbxpgo084c,5427,Versailles,Versailles,VRS,Versailles,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1090,117180,34003,57219,16284,6547.0,2585.2,3575,4937,1180,401,124,5427,4,VRSvsVIL,true,false,true,false,false,2025-10-07,9x7o2v518srm4qvf62xeq426s,36bxy6avfw3xp8ocj9frad4b7,3315,3315,Versailles,Villefranche,VIL,2,1,Played,W2-1,2585287,VRSvsVIL(2025-10-07)
141,f0ticxo5bjjif0gb54ewfdppm,21581,Paris13Atletico,Paris13Atletico,P13,Paris13,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1055,108268,34504,52201,14338,5239.8,1520.7,3552,4641,1071,325,78,21581,10,ROUvsP13,false,true,false,false,true,2025-10-17,adyf744o09ijnximmf68b6gwk,b97a5km6rb42fv858volubsi6,2340,2340,Paris13Atletico,Rouen,ROU,0,3,Played,L0-3,2585335,ROUvsP13(2025-10-17)
141,7gytr31zcn0gcewa7pu1ed5hz,9600,Aubagne,Aubagne,AUB,Aubagne,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1061,115531,33161,55174,16746,7275.4,3107.0,3412,4715,1211,448,137,9600,10,SOCvsAUB,false,true,false,false,true,2025-10-17,afdq295ezzcsouta78xpdbytw,d9kwaceoj54pfprd6oc2hwae6,693,693,Aubagne,Sochaux,SOC,0,2,Played,L0-2,2585339,SOCvsAUB(2025-10-17)
141,79dc2mv3x269nhix3mkhc5wfu,2130,Dijon,Dijon,DIJ,Dijon,#FFA500,1qd0wvt30rlswa4g6nu4na660,National1(France),1033,111185,33224,54446,15976,6069.5,1640.8,3595,4817,1129,384,80,2130,10,DIJvsQRM,true,false,true,false,false,2025-10-17,ad9u9d05w5jr8i5pkvhhcakgk,8ng94h4147jxd5oxgoaa95yl4,2541,2541,Dijon,Quevilly-RouenMétropole,QRM,4,1,Played,W4-1,2585333,DIJvsQRM(2025-10-17)
141,d79cmam5svw9j2mplbu9kut7p,6785,Orléans,Orléans,ORL,Orléans,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1085,114820,35216,55310,15898,6116.8,2106.1,3569,4842,1160,397,101,6785,10,ORLvsCAE,true,false,true,false,false,2025-10-17,af1df8yazgbs7nkt1nv28m5n8,ab80vest6tgco121qtfyphq7c,1028,1028,Orléans,Caen,CAE,2,1,Played,W2-1,2585338,ORLvsCAE(2025-10-17)
141,d9kwaceoj54pfprd6oc2hwae6,693,Sochaux,Sochaux,SOC,Sochaux,#FFFF00,1qd0wvt30rlswa4g6nu4na660,National1(France),1061,112193,33664,54193,15345,6348.1,2353.7,3407,4640,1140,385,114,693,10,SOCvsAUB,true,false,true,false,false,2025-10-17,afdq295ezzcsouta78xpdbytw,7gytr31zcn0gcewa7pu1ed5hz,9600,9600,Sochaux,Aubagne,AUB,2,0,Played,W2-0,2585339,SOCvsAUB(2025-10-17)
141,9ri5xhi5qaozcqb7svbvcc4eu,14035,LePuyFoot,LePuyFoot,PUY,LePuy,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1033,116349,31814,60350,16343,6472.3,1939.8,3491,4889,1177,400,103,14035,10,PUYvsVIL,true,false,true,false,false,2025-10-17,aep1c80uh436v3iqac08lu49g,36bxy6avfw3xp8ocj9frad4b7,3315,3315,LePuyFoot,Villefranche,VIL,3,0,Played,W3-0,2585337,PUYvsVIL(2025-10-17)
141,36bxy6avfw3xp8ocj9frad4b7,3315,Villefranche,Villefranche,VIL,Villefranche,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1033,116252,32619,59220,16476,6468.4,2082.8,3602,4970,1207,414,108,3315,10,PUYvsVIL,false,true,false,false,true,2025-10-17,aep1c80uh436v3iqac08lu49g,9ri5xhi5qaozcqb7svbvcc4eu,14035,14035,Villefranche,LePuyFoot,PUY,0,3,Played,L0-3,2585337,PUYvsVIL(2025-10-17)
141,rv0okxl2zv1ow3me605xl8b5,3271,StadeBriochin,StadeBriochin,SBR,StadeBriochin,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1106,116829,35136,57143,15778,6467.3,2272.5,3576,4844,1155,402,114,3271,10,SBRvsBBP,true,false,false,false,true,2025-10-17,afpw6aqv1ur76uz5qe0ggxno4,bizl0ptma24fjoafuqclu8k5b,3312,3312,StadeBriochin,Bourg-Péronnas,BBP,1,2,Played,L1-2,2585340,SBRvsBBP(2025-10-17)
141,g8cvbv4wrvq7uf4347yjkd35,1996,Valenciennes,Valenciennes,VFC,Valenciennes,#FF0000,1qd0wvt30rlswa4g6nu4na660,National1(France),1035,112038,31685,56050,16191,5895.3,1765.2,3350,4798,1186,367,87,1996,10,VFCvsCON,true,false,false,false,true,2025-10-17,ag269qlm2voph5wuswfksoglw,33u2ehjypfcu7w3s0pul7tmm7,3272,3272,Valenciennes,Concarneau,CON,1,2,Played,L1-2,2585341,VFCvsCON(2025-10-17)
141,b97a5km6rb42fv858volubsi6,2340,Rouen,Rouen,ROU,Rouen,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1055,108279,35022,52577,14293,5473.8,1747.5,3536,4626,1028,340,90,2340,10,ROUvsP13,true,false,true,false,false,2025-10-17,adyf744o09ijnximmf68b6gwk,f0ticxo5bjjif0gb54ewfdppm,21581,21581,Rouen,Paris13Atletico,P13,3,0,Played,W3-0,2585335,ROUvsP13(2025-10-17)
141,33u2ehjypfcu7w3s0pul7tmm7,3272,Concarneau,Concarneau,CON,Concarneau,nan,1qd0wvt30rlswa4g6nu4na660,National1(France),1095,113775,33450,57128,15877,5468.6,1580.7,3592,4957,1189,352,81,3272,10,VFCvsCON,false,true,true,false,false,2025-10-17,ag269qlm2voph5wuswfksoglw,g8cvbv4wrvq7uf4347yjkd35,1996,1996,Concarneau,Valenciennes,VFC,2,1,Played,W2-1,2585341,VFCvsCON(2025-10-17)
